x,y,wall_n,wall_e,wall_s,wall_w,empty,current,start,target
0,0,True,False,True,True,False,False,True,False
1,0,True,True,False,False,False,False,False,False
2,0,True,False,False,True,False,False,False,False
3,0,True,True,False,False,False,False,False,False
4,0,True,False,False,True,False,False,False,False
5,0,True,True,False,False,False,False,False,False
6,0,True,False,False,True,False,False,False,False
7,0,True,False,True,False,False,False,False,False
8,0,True,True,False,False,False,False,False,False
9,0,False,False,False,False,True,False,False,False
10,0,False,False,False,False,True,False,False,False
11,0,False,False,False,False,True,False,False,False
12,0,False,False,False,False,True,False,False,False
13,0,False,False,False,False,True,False,False,False
14,0,True,False,False,True,False,False,False,False
15,0,True,True,False,False,False,False,False,False
16,0,True,False,False,True,False,False,False,False
17,0,True,True,False,False,False,False,False,False
18,0,False,False,False,False,True,False,False,False
19,0,False,False,False,False,True,False,False,False
20,0,False,False,False,False,True,False,False,False
21,0,False,False,False,False,True,False,False,False
22,0,False,False,False,False,True,False,False,False
23,0,False,False,False,False,True,False,False,False
24,0,True,False,False,True,False,False,False,False
25,0,True,True,True,False,False,False,False,False
26,0,True,False,False,True,False,False,False,False
27,0,True,False,False,False,False,False,False,False
28,0,True,False,True,False,False,False,False,False
29,0,True,True,True,False,False,False,False,False
30,0,True,False,False,True,False,False,False,False
31,0,True,False,True,False,False,False,False,False
32,0,True,False,True,False,False,False,False,False
33,0,True,True,False,False,False,False,False,False
34,0,False,False,False,False,True,False,False,False
35,0,False,False,False,False,True,False,False,False
36,0,False,False,False,False,True,False,False,False
37,0,False,False,False,False,True,False,False,False
38,0,False,False,False,False,True,False,False,False
39,0,False,False,False,False,True,False,False,False
40,0,False,False,False,False,True,False,False,False
41,0,False,False,False,False,True,False,False,False
42,0,False,False,False,False,True,False,False,False
43,0,False,False,False,False,True,False,False,False
44,0,False,False,False,False,True,False,False,False
45,0,False,False,False,False,True,False,False,False
46,0,False,False,False,False,True,False,False,False
47,0,False,False,False,False,True,False,False,False
48,0,False,False,False,False,True,False,False,False
49,0,False,False,False,False,True,False,False,False
0,1,True,False,False,True,False,False,False,False
1,1,False,True,True,False,False,False,False,False
2,1,False,True,False,True,False,False,False,False
3,1,False,False,True,True,False,False,False,False
4,1,False,True,True,False,False,False,False,False
5,1,False,False,True,True,False,False,False,False
6,1,False,True,True,False,False,False,False,False
7,1,True,False,False,True,False,False,False,False
8,1,False,True,True,False,False,False,False,False
9,1,False,False,False,False,True,False,False,False
10,1,False,False,False,False,True,False,False,False
11,1,False,False,False,False,True,False,False,False
12,1,False,False,False,False,True,False,False,False
13,1,False,False,False,False,True,False,False,False
14,1,False,True,False,True,False,False,False,False
15,1,False,False,True,True,False,False,False,False
16,1,False,True,True,False,False,False,False,False
17,1,False,True,False,True,False,False,False,False
18,1,False,False,False,False,True,False,False,False
19,1,False,False,False,False,True,False,False,False
20,1,False,False,False,False,True,False,False,False
21,1,False,False,False,False,True,False,False,False
22,1,False,False,False,False,True,False,False,False
23,1,False,False,False,False,True,False,False,False
24,1,False,False,True,True,False,False,False,False
25,1,True,False,True,False,False,False,False,False
26,1,False,True,True,False,False,False,False,False
27,1,False,False,True,True,False,False,False,False
28,1,True,False,False,False,False,False,False,False
29,1,True,False,True,False,False,False,False,False
30,1,False,True,True,False,False,False,False,False
31,1,True,False,False,True,False,False,False,False
32,1,True,True,True,False,False,False,False,False
33,1,False,True,False,True,False,False,False,False
34,1,False,False,False,False,True,False,False,False
35,1,False,False,False,False,True,False,False,False
36,1,False,False,False,False,True,False,False,False
37,1,False,False,False,False,True,False,False,False
38,1,False,False,False,False,True,False,False,False
39,1,False,False,False,False,True,False,False,False
40,1,False,False,False,False,True,False,False,False
41,1,False,False,False,False,True,False,False,False
42,1,False,False,False,False,True,False,False,False
43,1,False,False,False,False,True,False,False,False
44,1,False,False,False,False,True,False,False,False
45,1,False,False,False,False,True,False,False,False
46,1,False,False,False,False,True,False,False,False
47,1,False,False,False,False,True,False,False,False
48,1,False,False,False,False,True,False,False,False
49,1,False,False,False,False,True,False,False,False
0,2,False,True,False,True,False,False,False,False
1,2,False,False,False,False,True,False,False,False
2,2,False,True,False,True,False,False,False,False
3,2,False,False,False,False,True,False,False,False
4,2,True,False,False,True,False,False,False,False
5,2,True,True,False,False,False,False,False,False
6,2,False,False,False,False,True,False,False,False
7,2,False,False,True,True,False,False,False,False
8,2,True,False,True,False,False,False,False,False
9,2,True,False,True,False,False,False,False,False
10,2,True,False,True,False,False,False,False,False
11,2,True,False,True,False,False,False,False,False
12,2,True,False,True,False,False,False,False,False
13,2,True,True,False,False,False,False,False,False
14,2,False,True,False,True,False,False,False,False
15,2,False,False,False,False,True,False,False,False
16,2,True,False,False,True,False,False,False,False
17,2,False,False,True,False,False,False,False,False
18,2,True,False,True,False,False,False,False,False
19,2,True,True,False,False,False,False,False,False
20,2,True,False,False,True,False,False,False,False
21,2,True,False,True,False,False,False,False,False
22,2,True,False,True,False,False,False,False,False
23,2,True,False,True,False,False,False,False,False
24,2,True,False,True,False,False,False,False,False
25,2,True,True,False,False,False,False,False,False
26,2,True,False,False,True,False,False,False,False
27,2,True,True,False,False,False,False,False,False
28,2,False,False,True,True,False,False,False,False
29,2,True,False,True,False,False,False,False,False
30,2,True,True,True,False,False,False,False,False
31,2,False,False,False,True,False,False,False,False
32,2,True,True,False,False,False,False,False,False
33,2,False,True,False,True,False,False,False,False
34,2,True,False,False,True,False,False,False,False
35,2,True,False,True,False,False,False,False,False
36,2,True,True,False,False,False,False,False,False
37,2,False,False,False,False,True,False,False,False
38,2,False,False,False,False,True,False,False,False
39,2,False,False,False,False,True,False,False,False
40,2,False,False,False,False,True,False,False,False
41,2,False,False,False,False,True,False,False,False
42,2,False,False,False,False,True,False,False,False
43,2,False,False,False,False,True,False,False,False
44,2,False,False,False,False,True,False,False,False
45,2,False,False,False,False,True,False,False,False
46,2,False,False,False,False,True,False,False,False
47,2,False,False,False,False,True,False,False,False
48,2,False,False,False,False,True,False,False,False
49,2,False,False,False,False,True,False,False,False
0,3,False,True,False,True,False,False,False,False
1,3,False,False,False,False,True,False,False,False
2,3,False,True,False,True,False,False,False,False
3,3,False,False,False,False,True,False,False,False
4,3,False,True,False,True,False,False,False,False
5,3,False,False,True,True,False,False,False,False
6,3,True,False,True,False,False,False,False,False
7,3,True,False,True,False,False,False,False,False
8,3,True,True,False,False,False,False,False,False
9,3,True,False,False,True,False,False,False,False
10,3,True,False,True,False,False,False,False,False
11,3,True,False,True,False,False,False,False,False
12,3,True,True,False,False,False,False,False,False
13,3,False,False,True,True,False,False,False,False
14,3,False,True,True,False,False,False,False,False
15,3,False,False,False,False,True,False,False,False
16,3,False,True,False,True,False,False,False,False
17,3,True,True,False,True,False,False,False,False
18,3,True,False,False,True,False,False,False,False
19,3,False,True,True,False,False,False,False,False
20,3,False,False,True,True,False,False,False,False
